score;txt
1;Comprei um plafon com cristal e dois pendentes, consta no e-mail que me encaminharam que foi entregue, mas os pendentes não recebi, somente o plafon.
1;Quero saber o que aconteceu com a minha entrega, o prazo ja passou e nao tive satisfacao dos responsaveis.
1;meu produto não chego ainda y já paso o praso de entrega
1;Já faz mais de um mês que estou esperando minha cortina chegar...estou negativando pois vocês ficaram com o meu dinheiro e nao me entregaram nada...
1;Comprei um relógio Casio e oque me foi entregue não bate com o número de série que comprei,, pelo que eu identifique parece uma réplica gostaria muito de devolver este produto
1;Não recebi o produto
1;Espero um retorno!
1;Boa tarde , não recebi os dois cesto conforme a NF. Recebi somente um , e paguei por dois , espero um contato o mais rápido possível.
1;Não entregaram os lençóis comprados
1;Eu recebi as essências, mas está faltando o Kit Colágeno hidrolisado. No site e por e-mail esta dizendo que foi recebido juntos. Só que ainda aguardo os colágenos.
1;Nem tentaram entregar o produto pois os dias e horários que constam no sistema eu estava em casa, além de não terem deixado nenhum comunicado na caixa dos correios de meu prédio inf tentativa entrega.
1;Boa tarde, pedi 3 gorros mas só recebi, é agora que faço?
1;Comprei 2 relógios mas só chegou 1. Já mandei mensagens informando e até agora não tive respostas.
1;Sempre comprei no site e fique muito satisfeito infelizmente pela primeira vez aconteceu esse imprevisto
1;Foi entregue apenas 2 capas das cadeiras sem a toalha de mesa sem outras 4 capas das cadeiras Isso que foi cobrado um preco muito alto pela entrega
1;Pedido entregue foi diferente do da imagem do produto da venda. Inclusive produto foi removido do site depois da entrega.
1;Recebi apenas um produto, e não dois, como paguei. Quero urgente o resto do pedido, pois tenho pressa
1;Produto não corresponde a imagem de venda
1;Comprei 3 plafons de led, 2 ralos inteligentes e 2 luminarias. Um dos ralos veio quebrado, comprometendo a funcionalidade do mesmo, e as 2 luminárias simplesmente não foram entregues. E ate agora nada
1;Comprei são faz tempo e nada estou indiguinado paguei 279 e cadê meu aparelho
1;Estou aguardando posição da loja
1;Ainda no aguardo da entrega do produto.
1;Boa tarde,qdo comprei era cartucho hp 933XL original e veio cartucho desconhecido com tinta.
1;Pedi e paguei três produtos e recebi apenas 2. Quero o terceiro produto pedido e pago.
1;uma vergonha ...paguei e não recebi o produto !!!
1;Vocês venderam algo que não tinham no estoque. Esse procedimento é problemático. Minha filha ainda aguarda a boneca que comprei. Passou o Natal e nada. Vem o ano novo amanhã. E nada. Quero o produto.
1;Não recebi o produto e nem tive resposta da loja para saber o que aconteceu. Até agora só estou tendo problemas com a compra.
1;Não me entregaram o pedido tive que ir buscar no correio.
1;Estou tentando o reembolso da compra, uma vez que tentei realizar o cancelamento da compra e o site não permitiu. Já devolvi o produto conforme orientação e não recebi nenhum retorno.
1;Já recebi diferentes e-mails: confirmação da entrega, dificuldades para confirmar pedido, pedido ainda não confirmado e mais uma vez, de confirmação da entrega. Será que chega?
1;so entregou um relogio, esta faltando o do homem aranha
1;E a segunda vez que pago frete é mandam eu ir retirar nos correios ,eo frete serve p quê?
1;Não me.enviaram as porca me dando muito trabalho para adotar outras no lugar
1;Eu comprei. porém estava demorando demais a emissão da nota fiscal, daí achei melhor cancelar o pedido. Estou aguardando o estorno do pagamento que até o momento não foi feito.
1;Minha compra venho incompleta. Tá faltando o chicote. Tento liga e só tem gravação não consigo falar com atendente.
1;Não responde as solicitações de atendimento.
1;no anuncio esta como original e me enviaram um produto similiar - propaganda inganosa
1;Recebi um produto da mesma marca, porém inferior ao que eu havia comprado, sem aviso algum do fornecedor.
1;Comprei errado e me ferrei! Excelenta site para compra mas os serviços acessórios de pós venda, orientação de troca, arrependimento não funcionam!
1;produto n foi entregue
1;A descrição do produto fala q serve para veículos a parti de 2007 O que não é vdd tenho q fazer a troca do produto só serve para modelo 2009 pra frente
1;A cadeira é linda e confortável,mas não compraria novamente.
1;Houve um erro com o pedido e o dinheiro foi devolvido
1;O produto realmente foi entregue no prazo, entretanto chegou todo quebrado creio que por causa do acondicionamento
1;lannister o produto foi entregue faltando um item, eram para serem dois grampos só foi entregue um. Espero contato para resolver o problema
1;Não recebi o item que já contava como cancelado no momento que consultava meus pedidos.
1;Chegou somente uma peça e a nota fiscal consta duas e valor de duas peças.
1;Vendedor não tem controle de estoque
1;NÃO RECEBI O PEDIDO NO PRAZO E AINDA NEM RECEBI O PRODUTO UM DIA APÓS O PRAZO MÁXIMO.
1;Não estou satisfeita com essa compra pois deu que foi aprovada e foi descontado o valor no cartão de crédito porém não sei porque cancelaram a compra e não foi devolvido o valor.
1;pilha vencida, velha e inutil
1;muita demora para receber, e n NF nao estava presente o custo do frete....
1;Foi recebido apenas a pulseira de aço !
1;Produto chegou com embalagem violada, rasgada e o produto era usado, com marcas de instalação. Mais de 20 dias e não trocaram. Fazendo devolução do produto. Sem comprometimento com o cliente.
1;COM O PÉSSIMO SERVIÇO DE ENTREGA NAS COMPRAS ATRAVÉS DA INTERNET, VOU CANCELAR TODAS AS COMPRAS. NÃO ESTOU SATISFEITO COM O ATENDIMENTO NA ENTREGA DOS PRODUTOS COMPRADOS. PEÇO PROVIDÊNCIAS.
1;não recomendo pois não entregou no prazo e não consigo falar com eles, é muito ruim a targaryen
1;Carregador com defeito e a loja se recusa a efetuar a troca.
1;produto mostrado com 3 itens , porém so entregaram 2 itens, portanto estou sevolvendo e pedindo ressarcimento de valor pago
1;O produto foi cancelado pela empresa e nem se quer me comunicaram o porque do cancelamento... e o valor não foi restituído até hoje.
1;Comprei 3 unidades do produto vieram 2 unidades que não corresponde com o que comprei. Devido a minha opinião é negativa com relação a esse vendedor pois não não cumpriu com o prometido na venda.
1;Realizei a compra e não consigo rastrear o objeto e tampouco saber onde ele está e nem previsão de sua chegada. Porém, a compra já veio na fatura do meu cartão. Lamentável.
1;Comprei dois produtos e recebi somente um.
1;Produto chegou com risco e manchado.
1;Bem pouquíssimo produto, e deixa a pele muito oleosa brilha muito por ser um preço salgado esperava mais do produto, ainda bem que comprei pra testar .
1;ENGANANDO O CLIENTE COLOCA UMA FOTO RECEBE OUTRO PRODUTO , MATERIAL RUIM SE SOUBESSE PEGAVA O DINHEIRO E IA NUMA FEIRA ACHARIA O MATERIAL BEM MELHOR , INFELISMENTE É ISSO QUE ACONTECE
1;Fiz o pagamento, já faz mês e não recebi o meu produto, estou indignado pois dependo deste para atender uma pessoa que precisa ficar constantemente com uma central de ar ligada.
1;Comprei 2 frascos da maca e só chegou 1. Paguei por dois frascos e o frete também por dois.
1;Empresa simplesmente não entregou o produto, nao consigo cancelar a compra e foi cobrado... Exijo soluçao imediata e extorno dos valores.
1;Efetuamos pagamento no dia 19 de fevereiro. Pedido foi confirmado no dia 20 de fevereiro.
1;Comprei o produto é solicitei a troca a targaryen e até o momento não obtive retorno, o produto veio embalado mas com sinal de uso, já solicitei a troca e devolucao do dinheiro e não retornaram
1;Recebi o produto mais veio errado, ainda não recebi nenhum contato da empresa!
1;Não houve entrega, não há respostas por parte do fornecedor ou da lannister. Prazo não cumprido. Documento válido como notificação pré ajuizamento de ação judicial
1;So recebi dois pacotes. .. sendo que comprei cincos pacotes.
1;Tem que ser mais rapido a entrega
1;Estou muito chateada pois comprei um produto(kit de Pincéis) e veio um outro produto(Bare Lifts).
1;Meu produto veio errado comprei jogo de lençol e veio cobre leito em uma estampa diferente e não gostei
1;Comprei 5 cobertores de microfibra, no qual recebi apenas 3,ficaram faltando 2, gostaria de saber se vão fazer o estorno do valor, ou vão reenviar o produto.
1;Eu adoro fazer compra na baratheon, mas tem uns parceiros dela que deixa a desejar.Meu carregador até agora nada.
1;A capa veio errada. Um tamanho maior que o telefone, e não encaixou com o buraco onde fica a câmera.
1;Não recebi a minha mercadoria até o momento
1;não recebi o produto, mais de 1 mês de espera.
1;Comprei uma manta lilás e me enviaram uma cor goiaba,odiei a compra,era um presente e acabei nao dando o presente,e joguei no lixo.Que falta de profissionalismo, pelo jeito o vendedor e bem amador.
1;produto entregue pelos correios que não atualizou status de rastreamento e nem entregou produto
1;Eu não recebi o quadro da turma do Chaves.
1;não consigo rastrear meu produto.
1;Paguei por um frete onde os prazos não foram seguidos,nas informações de rastreio aparecia apenas a ocorrência de um imprevisto,a falta de informações demonstra o descaso da empresa com o cliente.
1;Apesar de ser entregue antes do prazo combinado, o produto veio nas cores erradas! Comprei na cor cobre e veio um dourado e outro cobre! Não adianta entregar antes do prazo se estão mandando o errado!
1;Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta
1;A empresa nao entra em contato com o cliente é evasiva nos seus argumentos...convence uma crinça de 3 anos que a mohila que ela sonhou em ter não chegou?
1;vocês e muito pontual
1;Comprei duas capinhas e duas películas, mas foi entregue somente uma capinha.
1;O produto chegou antes do prazo estipulado mas não veio conforme anuncio e não funcionou.
1;Meu produto veio faltando com 5 quantidades e apenas recebi 4 e ninguém me atende no sac ou me da alguma satisfação
1;Não é possível tanta falta de atenção uma demora tremenda para receber o produto pra quando chegar vim errado e agora o q faço ???
1;Até o momento a empresa não entregou o nosso produto. Está muito atrasado e compromete os objetivos do cliente com a espera do produto.
1;fiz essa compra pelo baratheon comprei um conj. de bolsas para maternidade diz que seria entregue pelo targaryen ate agora nao chegou.
1;Nem o targaryen e nem o intermediário stark me responderam ou deram qualquer satisfação pelo produto que paguei a vista. Prazo de entrega: 15/03. Produto foi pago quase 1 mês atrás
1;Ainda nao recebi
1;Não recebi meu produto até hj. E não recebi nenhuma satisfação.
1;Eu comprei um produto e me mandaram outro produto com especificações diferentes.
1;Comprei a camisa tamanho 6 e foi enviado no tamanho 7
1;Prescizo dos produtos. Pois os mesmo sã o presente de aniversário de duas crianças.
1;Era duas mesas e só recebi um quando irá chegar a outra e pq não foi as duas de vez
1;Pelo que entendi, o produto não tinha em estoque. Por que finalizaram a venda?
1;Veio avariado e já pedi a troca ou cancelamento. Podem ajudar ? Obrigado
1;atraso na entrega da mercadoria,não cumpre prazo determinado.
1;Marca como entregue 2 produtos....mas na realidade recebi apenas 1....Falta tapete de borboleta
1;O produto não é o que eu esperava, mas serve
1;Faz dois dias que o prazo da entrega venceu e o produto ainda não chegou, inclusive já foi pago parcela no cartão de crédito.
1;Comprei o jogo com 3 peças e me mandaram com 2 está errado to tentando entrar em contato com a lannister mais eles não respondem meus e-mail quero que seja feita a troca e não quero vale comprar
1;Chegou um creme para mãos fps 15 ao invés do produto que comprei.
1;Foi entregue somente um dos transformadores, entregue o de 3500 va e falta o transformafor de 5000va
1;O produto veio errado. o que é um transtorno visto que tive vários problemas com a entrega.
1;Não recebi os produtos, quero meu dinheiro de volta.
1;A cor do produto que veio é totalmente diferente do da foto.
1;Não recebi meu produto e ainda não respondem meus contatos. Horrível essa loja
1;Sem palavras
1;Produto de péssima qualidade, as 3 partes de madeira vieram arranhadas e lascadas. Pintura horrível dos cavaletes, parece que era preta e foi pintada de amarelo. Sem marcação p furação. Arrependida.
1;Péssimo não me deram nenhuma informação nem código e pior não me entregaram
1;Comprei o produto e depois eles informaram que não tinham no estoque, mas no site da lannister ele continuava disponível para venda. Já solicitei o cancelamento da compra, porém não obtive resposta.
1;Gostaria de saber o motivo pelo qual não recebi ainda, a possibilidade de entregar ou faço o cancelamento do pagamento ?
1;O produto nao foi entregue.
1;Efetuei a compra em 02/02/18 e até hoje não recebi o produto. Quando tento rastrear a entrega, verifico que o status não muda há mais de 20 dias.
1;Favor responder a tesoura de desfiar veio com defeito preciso trocar
1;Um dos produtos comprados não foi entregue mas consta no site como se houvesse sido entregue há dois dias.
1;não gostei, efetuei a compra, paguei pelo frete, e o produto esta nos correios bem longe de minha residencia, quero meu estorno.
